"candidate_id","agent_batch_id","review_role","run_id","recommendation","trait_name","dataset_id","value_lower","value_lower_inclusive","value_upper","value_upper_inclusive","scale_factor","n_matched_records","confidence","rationale","evidence_reference","conflicts_or_uncertainty"
"3602d1f8f859bea6a7f26606735878481abd144feb389a7be369b29ed40c6754","diaspore_mass_01","adjudicator","pilot_20260814T201617Z_adj","insufficient_evidence","","","","","","","","32629","low","Strict consensus is not met. Deterministic outcome is investigate_historical_drift and historical suggestion is Manual review required; no correction selector is adopted. Reviewer A recommends none while reviewer B recommends insufficient_evidence.","pilot_candidate_recommendations.csv#candidate_id=3602d1f8f859bea6a7f26606735878481abd144feb389a7be369b29ed40c6754; pilot_dataset_evidence.csv#candidate_id=3602d1f8f859bea6a7f26606735878481abd144feb389a7be369b29ed40c6754; pilot_record_evidence.csv#candidate_id=3602d1f8f859bea6a7f26606735878481abd144feb389a7be369b29ed40c6754; pilot_historical_comparison.csv#candidate_id=3602d1f8f859bea6a7f26606735878481abd144feb389a7be369b29ed40c6754; diaspore_mass_01_reviewer_a_test_a_001.csv#candidate_id=3602d1f8f859bea6a7f26606735878481abd144feb389a7be369b29ed40c6754; diaspore_mass_01_reviewer_b_test_b_001.csv#candidate_id=3602d1f8f859bea6a7f26606735878481abd144feb389a7be369b29ed40c6754","Reviewer A recommends none while reviewer B recommends insufficient_evidence."
"a9d720c1c4fb821c9861f2933835044586e7cb4c08b8fd9c1a5fd2d697b361c5","diaspore_mass_01","adjudicator","pilot_20260814T201617Z_adj","insufficient_evidence","","","","","","","","700","medium","Both reviewers recommend insufficient_evidence, but their selectors are not identical, so the strict consensus rule is not met. Deterministic outcome is investigate_historical_drift and historical suggestion is Manual review required; no correction selector is adopted.","pilot_candidate_recommendations.csv#candidate_id=a9d720c1c4fb821c9861f2933835044586e7cb4c08b8fd9c1a5fd2d697b361c5; pilot_dataset_evidence.csv#candidate_id=a9d720c1c4fb821c9861f2933835044586e7cb4c08b8fd9c1a5fd2d697b361c5; pilot_record_evidence.csv#candidate_id=a9d720c1c4fb821c9861f2933835044586e7cb4c08b8fd9c1a5fd2d697b361c5; pilot_historical_comparison.csv#candidate_id=a9d720c1c4fb821c9861f2933835044586e7cb4c08b8fd9c1a5fd2d697b361c5; diaspore_mass_01_reviewer_a_test_a_001.csv#candidate_id=a9d720c1c4fb821c9861f2933835044586e7cb4c08b8fd9c1a5fd2d697b361c5; diaspore_mass_01_reviewer_b_test_b_001.csv#candidate_id=a9d720c1c4fb821c9861f2933835044586e7cb4c08b8fd9c1a5fd2d697b361c5","Reviewer A uses blank selectors and reviewer B uses trait_name=Seed dry mass. This selector mismatch prevents agent_consensus; no source-validated atomic correction is available."
"45f0ee1224e1f0acbd4f26fc56695e94c7ac77e405c38a7f61c0381640ddf502","diaspore_mass_01","adjudicator","pilot_20260814T201617Z_adj","insufficient_evidence","","","","","","","","95","medium","Both reviewers recommend insufficient_evidence, but their selectors are not identical, so the strict consensus rule is not met. Deterministic outcome is investigate_unit_pattern and historical suggestion is Manual review required; no correction selector is adopted.","pilot_candidate_recommendations.csv#candidate_id=45f0ee1224e1f0acbd4f26fc56695e94c7ac77e405c38a7f61c0381640ddf502; pilot_dataset_evidence.csv#candidate_id=45f0ee1224e1f0acbd4f26fc56695e94c7ac77e405c38a7f61c0381640ddf502; pilot_record_evidence.csv#candidate_id=45f0ee1224e1f0acbd4f26fc56695e94c7ac77e405c38a7f61c0381640ddf502; pilot_historical_comparison.csv#candidate_id=45f0ee1224e1f0acbd4f26fc56695e94c7ac77e405c38a7f61c0381640ddf502; diaspore_mass_01_reviewer_a_test_a_001.csv#candidate_id=45f0ee1224e1f0acbd4f26fc56695e94c7ac77e405c38a7f61c0381640ddf502; diaspore_mass_01_reviewer_b_test_b_001.csv#candidate_id=45f0ee1224e1f0acbd4f26fc56695e94c7ac77e405c38a7f61c0381640ddf502","Reviewer A uses blank selectors and reviewer B uses trait_name=Seed dry mass. This selector mismatch prevents agent_consensus; no source-validated atomic correction is available."
"eb3c46506b67c223aab83e80d61d8045701aa7ef76ac8065f896472ebc42e89d","diaspore_mass_01","adjudicator","pilot_20260814T201617Z_adj","insufficient_evidence","","","","","","","","35","low","Strict consensus is not met. Deterministic outcome is validate_recovered_proposal and historical suggestion is Manual review required; no correction selector is adopted. Reviewer A proposes exclude above 2 mg; reviewer B retains insufficient_evidence. Recovered-selector matching does not establish correctness.","pilot_candidate_recommendations.csv#candidate_id=eb3c46506b67c223aab83e80d61d8045701aa7ef76ac8065f896472ebc42e89d; pilot_dataset_evidence.csv#candidate_id=eb3c46506b67c223aab83e80d61d8045701aa7ef76ac8065f896472ebc42e89d; pilot_record_evidence.csv#candidate_id=eb3c46506b67c223aab83e80d61d8045701aa7ef76ac8065f896472ebc42e89d; pilot_historical_comparison.csv#candidate_id=eb3c46506b67c223aab83e80d61d8045701aa7ef76ac8065f896472ebc42e89d; diaspore_mass_01_reviewer_a_test_a_001.csv#candidate_id=eb3c46506b67c223aab83e80d61d8045701aa7ef76ac8065f896472ebc42e89d; diaspore_mass_01_reviewer_b_test_b_001.csv#candidate_id=eb3c46506b67c223aab83e80d61d8045701aa7ef76ac8065f896472ebc42e89d","Reviewer A proposes exclude above 2 mg; reviewer B retains insufficient_evidence. Recovered-selector matching does not establish correctness."
"91900ca595c627fc199c7c66877b5fe2e349880a5ec4d2a0352577ada132a1f7","diaspore_mass_01","adjudicator","pilot_20260814T201617Z_adj","insufficient_evidence","","","","","","","","13","medium","Both reviewers recommend insufficient_evidence, but their selectors are not identical, so the strict consensus rule is not met. Deterministic outcome is investigate_historical_drift and historical suggestion is Manual review required; no correction selector is adopted.","pilot_candidate_recommendations.csv#candidate_id=91900ca595c627fc199c7c66877b5fe2e349880a5ec4d2a0352577ada132a1f7; pilot_dataset_evidence.csv#candidate_id=91900ca595c627fc199c7c66877b5fe2e349880a5ec4d2a0352577ada132a1f7; pilot_record_evidence.csv#candidate_id=91900ca595c627fc199c7c66877b5fe2e349880a5ec4d2a0352577ada132a1f7; pilot_historical_comparison.csv#candidate_id=91900ca595c627fc199c7c66877b5fe2e349880a5ec4d2a0352577ada132a1f7; diaspore_mass_01_reviewer_a_test_a_001.csv#candidate_id=91900ca595c627fc199c7c66877b5fe2e349880a5ec4d2a0352577ada132a1f7; diaspore_mass_01_reviewer_b_test_b_001.csv#candidate_id=91900ca595c627fc199c7c66877b5fe2e349880a5ec4d2a0352577ada132a1f7","Reviewer A uses blank selectors and reviewer B uses trait_name=Seed dry mass. This selector mismatch prevents agent_consensus; no source-validated atomic correction is available."
"7c99a752f9946eeca7b6fcfcd36261f71183d31519a6c963bafa4e5b1abbda6c","diaspore_mass_01","adjudicator","pilot_20260814T201617Z_adj","insufficient_evidence","","","","","","","","23","medium","Both reviewers recommend insufficient_evidence, but their selectors are not identical, so the strict consensus rule is not met. Deterministic outcome is retain_flagged_uncertain and historical suggestion is NA; no correction selector is adopted.","pilot_candidate_recommendations.csv#candidate_id=7c99a752f9946eeca7b6fcfcd36261f71183d31519a6c963bafa4e5b1abbda6c; pilot_dataset_evidence.csv#candidate_id=7c99a752f9946eeca7b6fcfcd36261f71183d31519a6c963bafa4e5b1abbda6c; pilot_record_evidence.csv#candidate_id=7c99a752f9946eeca7b6fcfcd36261f71183d31519a6c963bafa4e5b1abbda6c; pilot_historical_comparison.csv#candidate_id=7c99a752f9946eeca7b6fcfcd36261f71183d31519a6c963bafa4e5b1abbda6c; diaspore_mass_01_reviewer_a_test_a_001.csv#candidate_id=7c99a752f9946eeca7b6fcfcd36261f71183d31519a6c963bafa4e5b1abbda6c; diaspore_mass_01_reviewer_b_test_b_001.csv#candidate_id=7c99a752f9946eeca7b6fcfcd36261f71183d31519a6c963bafa4e5b1abbda6c","Reviewer A uses blank selectors and reviewer B uses trait_name=Seed dry mass. This selector mismatch prevents agent_consensus; no source-validated atomic correction is available."
"311d9b8cd9b6453bad2398d87074e9e2e03990e95abf35fdd973013ac9ecec30","diaspore_mass_01","adjudicator","pilot_20260814T201617Z_adj","insufficient_evidence","","","","","","","","18","low","Strict consensus is not met. Deterministic outcome is validate_recovered_proposal and historical suggestion is NA; no correction selector is adopted. Reviewer A proposes exclude above 0.4 mg; reviewer B retains insufficient_evidence. Recovered-selector matching does not establish correctness.","pilot_candidate_recommendations.csv#candidate_id=311d9b8cd9b6453bad2398d87074e9e2e03990e95abf35fdd973013ac9ecec30; pilot_dataset_evidence.csv#candidate_id=311d9b8cd9b6453bad2398d87074e9e2e03990e95abf35fdd973013ac9ecec30; pilot_record_evidence.csv#candidate_id=311d9b8cd9b6453bad2398d87074e9e2e03990e95abf35fdd973013ac9ecec30; pilot_historical_comparison.csv#candidate_id=311d9b8cd9b6453bad2398d87074e9e2e03990e95abf35fdd973013ac9ecec30; diaspore_mass_01_reviewer_a_test_a_001.csv#candidate_id=311d9b8cd9b6453bad2398d87074e9e2e03990e95abf35fdd973013ac9ecec30; diaspore_mass_01_reviewer_b_test_b_001.csv#candidate_id=311d9b8cd9b6453bad2398d87074e9e2e03990e95abf35fdd973013ac9ecec30","Reviewer A proposes exclude above 0.4 mg; reviewer B retains insufficient_evidence. Recovered-selector matching does not establish correctness."
"f3e193f2de5c0446e9e11050baf8c95da0be8627d3c26c4a39888e0e08a0b19c","diaspore_mass_01","adjudicator","pilot_20260814T201617Z_adj","insufficient_evidence","","","","","","","","12","medium","Both reviewers recommend insufficient_evidence, but their selectors are not identical, so the strict consensus rule is not met. Deterministic outcome is investigate_historical_drift and historical suggestion is Manual review required; no correction selector is adopted.","pilot_candidate_recommendations.csv#candidate_id=f3e193f2de5c0446e9e11050baf8c95da0be8627d3c26c4a39888e0e08a0b19c; pilot_dataset_evidence.csv#candidate_id=f3e193f2de5c0446e9e11050baf8c95da0be8627d3c26c4a39888e0e08a0b19c; pilot_record_evidence.csv#candidate_id=f3e193f2de5c0446e9e11050baf8c95da0be8627d3c26c4a39888e0e08a0b19c; pilot_historical_comparison.csv#candidate_id=f3e193f2de5c0446e9e11050baf8c95da0be8627d3c26c4a39888e0e08a0b19c; diaspore_mass_01_reviewer_a_test_a_001.csv#candidate_id=f3e193f2de5c0446e9e11050baf8c95da0be8627d3c26c4a39888e0e08a0b19c; diaspore_mass_01_reviewer_b_test_b_001.csv#candidate_id=f3e193f2de5c0446e9e11050baf8c95da0be8627d3c26c4a39888e0e08a0b19c","Reviewer A uses blank selectors and reviewer B uses trait_name=Seed dry mass. This selector mismatch prevents agent_consensus; no source-validated atomic correction is available."
"c0e62c615ba94b09c81349b795853d15e319fc5d242576ac8cb85f8c5cf624b0","diaspore_mass_01","adjudicator","pilot_20260814T201617Z_adj","insufficient_evidence","","","","","","","","15","low","Strict consensus is not met. Deterministic outcome is investigate_historical_drift and historical suggestion is Manual review required; no correction selector is adopted. Reviewer A recommends none while reviewer B recommends insufficient_evidence.","pilot_candidate_recommendations.csv#candidate_id=c0e62c615ba94b09c81349b795853d15e319fc5d242576ac8cb85f8c5cf624b0; pilot_dataset_evidence.csv#candidate_id=c0e62c615ba94b09c81349b795853d15e319fc5d242576ac8cb85f8c5cf624b0; pilot_record_evidence.csv#candidate_id=c0e62c615ba94b09c81349b795853d15e319fc5d242576ac8cb85f8c5cf624b0; pilot_historical_comparison.csv#candidate_id=c0e62c615ba94b09c81349b795853d15e319fc5d242576ac8cb85f8c5cf624b0; diaspore_mass_01_reviewer_a_test_a_001.csv#candidate_id=c0e62c615ba94b09c81349b795853d15e319fc5d242576ac8cb85f8c5cf624b0; diaspore_mass_01_reviewer_b_test_b_001.csv#candidate_id=c0e62c615ba94b09c81349b795853d15e319fc5d242576ac8cb85f8c5cf624b0","Reviewer A recommends none while reviewer B recommends insufficient_evidence."
"8690b5f3f486f1ec1a58196ff4e0918b61c64bc949d9d5746e45f563046eb48e","diaspore_mass_01","adjudicator","pilot_20260814T201617Z_adj","insufficient_evidence","","","","","","","","20","medium","Both reviewers recommend insufficient_evidence, but their selectors are not identical, so the strict consensus rule is not met. Deterministic outcome is investigate_historical_drift and historical suggestion is Single outlier in large sample; no correction selector is adopted.","pilot_candidate_recommendations.csv#candidate_id=8690b5f3f486f1ec1a58196ff4e0918b61c64bc949d9d5746e45f563046eb48e; pilot_dataset_evidence.csv#candidate_id=8690b5f3f486f1ec1a58196ff4e0918b61c64bc949d9d5746e45f563046eb48e; pilot_record_evidence.csv#candidate_id=8690b5f3f486f1ec1a58196ff4e0918b61c64bc949d9d5746e45f563046eb48e; pilot_historical_comparison.csv#candidate_id=8690b5f3f486f1ec1a58196ff4e0918b61c64bc949d9d5746e45f563046eb48e; diaspore_mass_01_reviewer_a_test_a_001.csv#candidate_id=8690b5f3f486f1ec1a58196ff4e0918b61c64bc949d9d5746e45f563046eb48e; diaspore_mass_01_reviewer_b_test_b_001.csv#candidate_id=8690b5f3f486f1ec1a58196ff4e0918b61c64bc949d9d5746e45f563046eb48e","Reviewer A uses blank selectors and reviewer B uses trait_name=Seed dry mass. This selector mismatch prevents agent_consensus; no source-validated atomic correction is available."
