candidate_id,agent_batch_id,review_role,run_id,recommendation,trait_name,value_lower,value_lower_inclusive,value_upper,value_upper_inclusive,scale_factor,n_matched_records,confidence,rationale,evidence_reference,conflicts_or_uncertainty
882b650269ae27ebf65e472317ab49a965e7c6cd522c8b4bbd90d2abcef75db8,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"Two very low records occur within an otherwise broad 723-dataset distribution centered at 0.89, but the supplied evidence has no source-unit or measurement documentation to support an atomic exclusion.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","The stable historical summary was marked REVIEW; extreme records alone do not establish an error or an applicable unit conversion."
04e42cc9c9ef231aa26c4d6c264b5467d1bbfad11a0f7077a5407d96436f0ff6,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"Five values near 700 are confined to try_6968 while most records center at 0.68, indicating a source-local discrepancy but not documenting its units or validity.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","A three-order-of-magnitude separation is suggestive, but no source-specific unit evidence supports excluding or scaling the records."
8fc7e84e1beb36ac1a8a4b033f1974a5941034552f8606703a44c5117ed47aa1,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"Fifteen values of 650 occur in try_5147 against a median of 0.59, but the archived scale suggestion is only a hypothesis and the source unit is not supplied.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","Historical SCALE ISSUE text conflicts with the current source-local pattern and provides no verified scale basis."
69ee254030c9f14b3c40edde335768c46095fb2d86e24637b0524038362d96f7,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,low,"The recovered below-0.6 selector matches one 0.58 record within a 0.58-0.96 distribution; no independent evidence establishes that this plausible value is erroneous.","pilot_candidate_recommendations.csv; pilot_proposal_diagnostics.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv","Recovered selector is unsupported beyond archived review text; a single low value cannot justify correction."
63a2858bcacf39765a072500fec5b768aa9246d988c49409a6e5e40c44954a0f,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"Two source-local values near 0.59 contrast with the 0.0058 candidate median, but no supplied source metadata verifies different units or an error.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","Current summary is historically unstable and the apparent factor pattern is not verified source-specific evidence."
4fb581a31aa4a894a0a902c7515e2a4079508f27eb98d34e6066e36a82898973,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,low,"The recovered below-0.6 selector would remove four stem wood density records between 0.48 and 0.54, values that remain plausible without primary source evidence.","pilot_candidate_recommendations.csv; pilot_proposal_diagnostics.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv","Archived selector matches records but lacks supplied scientific or source-unit support."
98a14f5fa2441e92088bb2cfee58c209c36e8cf5ab26c7d7ce571ecabb9b0030,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"The below-0.3 selector would affect 1120 records from bien_traits_1501 with median 0.000319 while another source centers at 0.465; source documentation is required before discarding this dominant group.","pilot_candidate_recommendations.csv; pilot_proposal_diagnostics.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","Historical scale text and recovered exclusion imply different remedies; neither is validated by supplied unit metadata."
ab49e11435bf9b1af0452d808667222bc58347d55cd34b0d38a10645a3e3472a,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"A source group in try_5443 has median 1.16 versus a candidate median of 0.0050, but the supplied evidence does not identify its units or whether the high values are valid measurements.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","Stable historical scale wording is not a verified source-specific conversion rule."
8b5318dc539d90a76a31a9692784fd9e461d55ac43f2826f34fc60eae3129e46,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"One value of 350 in try_5144 contrasts with values near 0.46, but the recovered above-300 selector has no supplied source-unit validation.","pilot_candidate_recommendations.csv; pilot_proposal_diagnostics.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv","A one-record extreme supports investigation, not an exclusion without primary provenance."
caece8493dbff8bb31f0bc7100eb5e4b92b5dc9667b82a8cfac7f196932c71e0,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"Ten very low values from try_5440 coexist with values near 0.55 in other sources, a possible unit pattern lacking dataset documentation and historical coverage.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","No historical candidate or source-unit evidence resolves whether the low group should be retained, excluded, or scaled."
735aca1279e6a25ca1f71ca33f70270959940db5bc0e9ae20ed9f203995f86e6,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"One value of 450 in try_5145 contrasts with a 0.454 median, but the recovered above-400 selector remains unsupported by supplied source documentation.","pilot_candidate_recommendations.csv; pilot_proposal_diagnostics.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv","The isolated magnitude discrepancy is not sufficient to establish that the record is erroneous."
940f3291a12f489c4d1e96047e590742bf926b7e1adc1e2c4a0038c87a0c016c,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,low,"The distribution is centered near 0.0058 with isolated low and high values; historical summary drift is present but no source-specific correction evidence is supplied.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","Magnitude extremes and family-level plausibility cannot identify an atomic action."
8180b859140050dc996f31c13e1d68a820c17039806be63c00e66b95b4765b13,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,low,"Two high values in try_5444 occur against a median of 0.0053, but the evidence does not establish their source units or validity.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","Historically unstable summary and absent provenance preclude an atomic correction."
9e0c974538744c992217319f179d7b08f4ed3b44155e24da11df42af1d1d6565,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,low,"Values across three datasets are broadly concentrated around 0.0074; minor extremes and historical drift do not provide a correction basis.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","No verified unit pattern or source evidence is supplied."
aeadec2147da858ebc640d0d1b7c43470211026ebb222e1511099c78a9d438f4,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"One value of 0.64 in try_7696 contrasts with a 0.0047 median, but archived scale text is not source-specific evidence for exclusion or scaling.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","Current historical summary is unstable and supplied files do not document units."
c27de0ddeaa7340c4e0602ba3277c6db5ea0a8c3c19f1408d88107779c129088,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,low,"All 46 records belong to one dataset and range from 790 to 1060; no within-candidate source comparison or source documentation supports changing them.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","Stable historical REVIEW status is not a correction rule."
dfffddcae31539967717b5bfbb11f1128f6f6cf39507e7a3901506ccaba9315d,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"One value of 0.764 in try_5277 contrasts with a 0.0079 median, but neither the apparent factor pattern nor historical scale text identifies verified units.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","Source-specific unit evidence is required before any exclusion or scaling."
7e8f1edb11f53ef713aaa8fb5adbf8976798e0457c97855b00b29e1380dd0064,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"Two stem wood density values near 0.66 contrast with a 0.0061 median, but no provided evidence documents units or establishes whether either group is erroneous.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","Historical scale suggestion and current heterogeneous distribution do not identify a justified selector."
81af6341e5d7978ee43d58a4de3b2414860a0b9235da73ec338fdc547a4cc13f,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,low,"Twenty records across two datasets center at 0.0060, with only moderate high values and no documented unit discrepancy.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","Historical instability alone does not justify correction."
f306b97baf34dd09e9b0077033ab821f853cb622167cfb6825f4174d0c34483c,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,low,"Sixteen records across two datasets range from 0.382 to 0.804 without a clear source-specific unit pattern or historical review evidence.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","The candidate is flagged but supplied evidence cannot support a correction."
4c5926f60d79b5e40f30dfc7849ea6a63e5d07e7f4b7d9b4ed1b451ba4a7944e,stem_specific_density_01,reviewer_b,pilot_20260814T200527Z_b,insufficient_evidence,,,,,,,medium,"Ten values near 500 in try_6965 contrast with two values near 0.6 in other sources, but no unit documentation determines which group, if either, is wrong.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_historical_comparison.csv","The stable historical REVIEW status does not resolve mutually incompatible source scales."
